,reviews
246,"Bought this for my wife to wear on our upcoming holiday to celebrate our 10 year wedding anniversary & wasn't sure she'd like it or dare to wear it (she seems to think she's too old for this sort of thing). Item arrived quickly in a beautiful gift box, the care and quality were clearly evident and because it was made to her measurements it fit perfectly. Not only does she look sensational in it she's tried it on 3 or more times since she got it (we're not going away until December!), and says she feels amazing in it. Can't recommend product or company highly enough, very happy customer & delighted wife, can't wait to see her model it by the pool, thank you!"
247,Lovely swimsuit. Very well sewn.
248,"Très joli dommage que la doublure interne soit rose -> quand mouillé prend une teinte rosé et sur la photo la couleur milk donnait plus blanc que en vrai c'est plutôt blanc cassé 

Sinon belle pièce, très bonne qualité"
249,"Amazing,my wife is tall and was afraid the suit would not fit. Anthony requested additional measurements and the suit fit perfectly. My wife liked that it was lined and made with good quality fabric. The Brazilian cut was flirty and cheeky but not obscene.it arrived in a beautiful gift package."
250,Fast shipping. Super cute bathing suit I wear it all the time!! Only downside was stitching was poorly done
251,"I LOVE LOVE this bathing suit. I am always a little weird buying anything online but I sent off my measurements and it came just as it said! I sent pictures to all my friends and now they’re asking where I got it. Thank you again, LucyBea 😊"
252,"Its super cute! However, the fit it a bit lopsided. One side of the top is larger than the other...I just have to tuck one side a bit. But! Its not extremely noticeable! I love the color."
253,"I loved my suit!

Shipped quickly, I especially loved the bottoms.
Being 6 ft. I always strike out when it comes to bottoms. I’m a M but most mediums feel like XS’s on me, yet L’s don’t fit. I felt like these actually fit how women are shaped 🙌🏽 Thank you Lucy! Love the blue 😍."
254,"Sorry that I didn't capture a better pic of the suit while I was in it! Really like this shop and the ability to customize your suits. Good quality and comfortable in & out of the water. Fit like a dream! The only thing was that the top was a little bit longer than I thought it would be compared to the pictures on the site, more like a crop top, but it was still really cute!! Love this. 5 stars"
255,"I absolutely love my bikini!!! It is very well made and i feel like it will last a long time. I bought this for a vacation im going on in may..its january... i cant stop trying to on, i just love it!!! Im probanly going to buy two more so i can wear a different one everyday im on the beach.. lol.. the only thing i would change is the cut of the bottoms.. i wish it was a bit more cheeky to pull up higher over my hips. 10/10 ** it did take a while to get here so keep that in mind when ordering but its worth the wait! Thank you!"
256,i had to send back because there was a minor stitching complication but seller was so nice and fixed them and sent them back (: she personalized the suits to my sizes so it fits like a glove!
257,"I LOVE this bikini! The shop owner was so nice! I ordered the swim suit without sending my measurements by accident, and didn't realize it until over a week later. I really wanted the bikini to fit well, so I messaged LoveLucyBea with my measurements asking if she could add them into my order even though I was so late, and she did! She was so kind and accommodating about my mistake and made sure that I got a bikini that fit well and that I loved (I do!). It took awhile to get my order (which is normal for any carefully hand-made item), so don't expect this item to be there super quickly after your purchase. However, it is absolutely worth the wait! I will definitely be ordering another swim suit from LoveLucyBea in the future."
258,"You are so awesome!  And patient (with my million questions and address change).  The bathing suit was fabulous, as always.  This is my daughters 3rd one and she LOVES it.  Thank you!"
259,My new favorite bathing suit! only complaint is part of the  stitching was unraveling a little but I quickly fixed it.
260,Great swimsuit! I am 5ft 4in and weight 120lbs I ordered a small. I also sent in my measurements and the suit fits great and is great quality!
261,Adorable suit. Quick shipping and Lucy was super responsive and made the suit exactly as I wanted.
262,"Wanted to love it...Unfortunately the zigzag stitching was poorly done and was falling out before I even had a chance to try it on. Wish it wasn't falling apart :( Despite the quality (maybe it was a one time fluke?) seller was great with sizing and wonderful in answering all my questions prior to purchase.  

UPDATE: Lucy reached out to me to fix the issue. Great customer service. Thank you, Lucy!"
263,Super quick delivery and I'm obsessed with this bathing suit! Excellent fit and so beautiful! Thank you!
264,"This is such a cute bikini! I was a bit worried that this wouldn't suit me, but its fantastic! Great attention to detail and a really flattering shape, can't wait to take this out to the pool to catch some sun! Thanks so much for the beautiful bikini!!!"
265,I got two.  Obsessed. I want more.
266,"The bottoms are a little tight, but I like the cut so if I re purchase I'll go a size up. I'm typically size 0-2 and bought XS, so I need S. Love the color (Wine). Top is great."
267,"fantastic! arrived insanely quickly when I told her I needed it soon, and it looks great!"
268,"Beautiful color (bought in red), received the bikini about 3 weeks after I placed the order. I gave my size/measurements and it fits perfectly! However, the front of the bottoms were unexpectedly skimpy. I'm used to minimal coverage on my butt, but feel a little naked in the front. The top is perfect tho!"
